"hgnc_symbol","ensembl_gene_id"
"A1BG","ENSG00000121410"
"PDZRN3","ENSG00000121440"
"RGSL1","ENSG00000121446"
"RNF2","ENSG00000121481"
"DPPA4","ENSG00000121570"
"MAPK8IP1","ENSG00000121653"
"CRY2","ENSG00000121671"
"PEX16","ENSG00000121680"
"DEPDC7","ENSG00000121690"
"ZMYM2","ENSG00000121741"
"BAI2","ENSG00000121753"
"KHDRBS1","ENSG00000121774"
"GHSR","ENSG00000121853"
"SLITRK3","ENSG00000121871"
"PIK3CA","ENSG00000121879"
"CPXM2","ENSG00000121898"
"ZSCAN20","ENSG00000121903"
"CSMD2","ENSG00000121904"
"ZRANB3","ENSG00000121988"
"ACVR2A","ENSG00000121989"
"SV2C","ENSG00000122012"
"FLT3","ENSG00000122025"
"FYTTD1","ENSG00000122068"
"XPNPEP2","ENSG00000122121"
"PAEP","ENSG00000122133"
"FMOD","ENSG00000122176"
"PLG","ENSG00000122194"
"CD244","ENSG00000122223"
"LY9","ENSG00000122224"
"HS3ST2","ENSG00000122254"
"RBBP6","ENSG00000122257"
"ANXA11","ENSG00000122359"
"LDB3","ENSG00000122367"
"OPN4","ENSG00000122375"
"PTGFR","ENSG00000122420"
"PQLC1","ENSG00000122490"
"NBPF14","ENSG00000122497"
"BBS9","ENSG00000122507"
"ZMIZ2","ENSG00000122515"
"KLHL7","ENSG00000122550"
"HERPUD2","ENSG00000122557"
"FTSJ2","ENSG00000122687"
"OR2S2","ENSG00000122718"
"TAF1L","ENSG00000122728"
"ACO1","ENSG00000122729"
"KIAA1549","ENSG00000122778"
"C7orf49","ENSG00000122783"
"CALD1","ENSG00000122786"
"AKR1D1","ENSG00000122787"
"CHST3","ENSG00000122863"
"BICC1","ENSG00000122870"
"EGR2","ENSG00000122877"
"P4HA1","ENSG00000122884"
"RBM19","ENSG00000122965"
"MED13L","ENSG00000123066"
"RASSF8","ENSG00000123094"
"BHLHE41","ENSG00000123095"
"SSPN","ENSG00000123096"
"ITPR2","ENSG00000123104"
"DDX39A","ENSG00000123136"
"CD97","ENSG00000123146"
"WDR83","ENSG00000123154"
"ACTRT1","ENSG00000123165"
"ZC3H13","ENSG00000123200"
"ATF1","ENSG00000123268"
"ARHGAP9","ENSG00000123329"
"NCKAP1L","ENSG00000123338"
"PFDN5","ENSG00000123349"
"SPATS2","ENSG00000123352"
"PDE1B","ENSG00000123360"
"LRP1","ENSG00000123384"
"IKZF4","ENSG00000123411"
"METTL21B","ENSG00000123427"
"KBTBD4","ENSG00000123444"
"AMD1","ENSG00000123505"
"USP45","ENSG00000123552"
"SERPINA7","ENSG00000123561"
"MORF4L2","ENSG00000123562"
"NRK","ENSG00000123572"
"TTC21B","ENSG00000123607"
"SLC36A1","ENSG00000123643"
"LPGAT1","ENSG00000123684"
"BATF3","ENSG00000123685"
"B9D2","ENSG00000123810"
"ADCK4","ENSG00000123815"
"GPR83","ENSG00000123901"
"DAW1","ENSG00000123977"
"CHPF","ENSG00000123989"
"DNPEP","ENSG00000123992"
"OBSL1","ENSG00000124006"
"SLC12A4","ENSG00000124067"
"ENKD1","ENSG00000124074"
"GCNT7","ENSG00000124091"
"PREX1","ENSG00000124126"
"SLC12A5","ENSG00000124140"
"NCOA3","ENSG00000124151"
"MATN4","ENSG00000124159"
"NCOA5","ENSG00000124160"
"ATP5E","ENSG00000124172"
"CHD6","ENSG00000124177"
"PLCG1","ENSG00000124181"
"TOX2","ENSG00000124191"
"ARFGEF2","ENSG00000124198"
"ZNFX1","ENSG00000124201"
"ZNF831","ENSG00000124203"
"EDN3","ENSG00000124205"
"PTGIS","ENSG00000124212"
"CDH26","ENSG00000124215"
"RBPJL","ENSG00000124232"
"SEMG1","ENSG00000124233"
"KCNK15","ENSG00000124249"
"NEURL2","ENSG00000124257"
"MAGEA10","ENSG00000124260"
"MTRR","ENSG00000124275"
"FASTKD3","ENSG00000124279"
"PEPD","ENSG00000124299"
"CHST8","ENSG00000124302"
"NAGK","ENSG00000124357"
"MCEE","ENSG00000124370"
"ATP8A1","ENSG00000124406"
"HIF3A","ENSG00000124440"
"CEACAM8","ENSG00000124469"
"USP9X","ENSG00000124486"
"CRISP2","ENSG00000124490"
"GRM4","ENSG00000124493"
"SIRT5","ENSG00000124523"
"WRNIP1","ENSG00000124535"
"BTN1A1","ENSG00000124557"
"XPO5","ENSG00000124571"
"ABCC10","ENSG00000124574"
"HIST1H1D","ENSG00000124575"
"HIST1H4G","ENSG00000124578"
"PRICKLE4","ENSG00000124593"
"MED20","ENSG00000124641"
"TCP11","ENSG00000124678"
"MAD2L1BP","ENSG00000124688"
"HIST1H3B","ENSG00000124693"
"DNAH8","ENSG00000124721"
"COL21A1","ENSG00000124749"
"SOX4","ENSG00000124766"
"RREB1","ENSG00000124782"
"NRN1","ENSG00000124785"
"SLC35B3","ENSG00000124786"
"ATXN1","ENSG00000124788"
"RUNX2","ENSG00000124813"
"OPN5","ENSG00000124818"
"LRRFIP1","ENSG00000124831"
"TRIM51","ENSG00000124900"
"MYRF","ENSG00000124920"
"AHNAK","ENSG00000124942"
"CNOT1","ENSG00000125107"
"LRRC29","ENSG00000125122"
"C16orf70","ENSG00000125149"
"DOK4","ENSG00000125170"
"TMTC4","ENSG00000125247"
"ABCC4","ENSG00000125257"
"EFNB2","ENSG00000125266"
"SOX21","ENSG00000125285"
"RNF113A","ENSG00000125352"
"NDUFA1","ENSG00000125356"
"BMP4","ENSG00000125378"
"MYH2","ENSG00000125414"
"HS3ST3B1","ENSG00000125430"
"TTF1","ENSG00000125482"
"BARHL1","ENSG00000125492"
"NPBWR2","ENSG00000125522"
"C20orf195","ENSG00000125531"
"PSPN","ENSG00000125650"
"GTF2F1","ENSG00000125651"
"GRIA3","ENSG00000125675"
"THOC2","ENSG00000125676"
"","ENSG00000125695"
"ATG4C","ENSG00000125703"
"C3","ENSG00000125730"
"TRIP10","ENSG00000125733"
"GPR108","ENSG00000125734"
"FOSB","ENSG00000125740"
"OPA3","ENSG00000125741"
"RTN2","ENSG00000125744"
"VASP","ENSG00000125753"
"FOXA2","ENSG00000125798"
"CD93","ENSG00000125810"
"GZF1","ENSG00000125812"
"PAX1","ENSG00000125813"
"CENPB","ENSG00000125817"
"DTD1","ENSG00000125821"
"CSTL1","ENSG00000125823"
"TMX4","ENSG00000125827"
"OVOL2","ENSG00000125850"
"BFSP1","ENSG00000125864"
"LRRN4","ENSG00000125872"
"ITPA","ENSG00000125877"
"SIRPD","ENSG00000125900"
"NCLN","ENSG00000125912"
"CHURC1-FNTB","ENSG00000125954"
"ARMCX5","ENSG00000125962"
"GDF5","ENSG00000125965"
"MMP24","ENSG00000125966"
"RALY","ENSG00000125970"
"ROMO1","ENSG00000125995"
"CEP250","ENSG00000126001"
"PLAGL2","ENSG00000126003"
"MMP24-AS1","ENSG00000126005"
"KDM5C","ENSG00000126012"
"AGO3","ENSG00000126070"
"UROD","ENSG00000126088"
"HECTD3","ENSG00000126107"
"F10","ENSG00000126218"
"FFAR1","ENSG00000126266"
"THRA","ENSG00000126351"
"NR1D1","ENSG00000126368"
"IRF3","ENSG00000126456"
"SCAF1","ENSG00000126461"
"PRR12","ENSG00000126464"
"FLRT1","ENSG00000126500"
"ASL","ENSG00000126522"
"WNK4","ENSG00000126562"
"PRKCG","ENSG00000126583"
"ZNF384","ENSG00000126746"
"EMG1","ENSG00000126749"
"TIMM17B","ENSG00000126768"
"KTN1","ENSG00000126777"
"DLGAP5","ENSG00000126787"
"TRMT5","ENSG00000126814"
"PLEKHG3","ENSG00000126822"
"PZP","ENSG00000126838"
"NUP214","ENSG00000126883"
"CTAG2","ENSG00000126890"
"MAP2K2","ENSG00000126934"
"HNRNPH2","ENSG00000126945"
"RGS13","ENSG00000127074"
"IPPK","ENSG00000127080"
"FGD3","ENSG00000127084"
"HIVEP3","ENSG00000127124"
"BCL11B","ENSG00000127152"
"ABHD8","ENSG00000127220"
"MASP1","ENSG00000127241"
"HELB","ENSG00000127311"
"IL22","ENSG00000127318"
"BEST3","ENSG00000127325"
"YEATS4","ENSG00000127337"
"TRPV5","ENSG00000127412"
"PIN1","ENSG00000127445"
"UBR4","ENSG00000127481"
"HP1BP3","ENSG00000127483"
"EMR2","ENSG00000127507"
"SIN3B","ENSG00000127511"
"SLC35E1","ENSG00000127526"
"EPS15L1","ENSG00000127527"
"F2RL3","ENSG00000127533"
"PKMYT1","ENSG00000127564"
"WFIKKN1","ENSG00000127578"
"WDR24","ENSG00000127580"
"FBXL16","ENSG00000127585"
"CHTF18","ENSG00000127586"
"MACF1","ENSG00000127603"
"SMARCA4","ENSG00000127616"
"KDM4B","ENSG00000127663"
"IL17B","ENSG00000127743"
"PNKD","ENSG00000127838"
"TNFRSF19","ENSG00000127863"
"ZNF835","ENSG00000127903"
"AKAP9","ENSG00000127914"
"PTPN12","ENSG00000127947"
"POR","ENSG00000127948"
"FGL2","ENSG00000127951"
"ZNF780B","ENSG00000128000"
"LRFN1","ENSG00000128011"
"ZFP36","ENSG00000128016"
"RASL11B","ENSG00000128045"
"PAICS","ENSG00000128050"
"TUBGCP6","ENSG00000128159"
"ADM2","ENSG00000128165"
"DGCR8","ENSG00000128191"
"GAL3ST1","ENSG00000128242"
"RFPL1","ENSG00000128250"
"ADORA2A","ENSG00000128271"
"ATF4","ENSG00000128272"
"CDC42EP1","ENSG00000128283"
"BAIAP2L2","ENSG00000128298"
"C22orf23","ENSG00000128346"
"DOCK4","ENSG00000128512"
"PRKRIP1","ENSG00000128563"
"PODXL","ENSG00000128567"
"FOXP2","ENSG00000128573"
"FLNC","ENSG00000128591"
"LRRC4","ENSG00000128594"
"IRF5","ENSG00000128604"
"OSGEPL1","ENSG00000128694"
"HERC2","ENSG00000128731"
"GDF2","ENSG00000128802"
"ARHGAP22","ENSG00000128805"
"WDFY4","ENSG00000128815"
"INO80","ENSG00000128908"
"ISLR","ENSG00000129009"
"PALLD","ENSG00000129116"
"TPH1","ENSG00000129167"
"MMP28","ENSG00000129270"
"LRRC6","ENSG00000129295"
"CCNT1","ENSG00000129315"
"PUS7L","ENSG00000129317"
"ILF3","ENSG00000129351"
"SLC44A2","ENSG00000129353"
"MTUS1","ENSG00000129422"
"SIGLEC9","ENSG00000129450"
"HEATR5A","ENSG00000129493"
"FOXA1","ENSG00000129514"
"NRL","ENSG00000129535"
"NEDD8","ENSG00000129559"
"EPB41L4A","ENSG00000129595"
"REEP5","ENSG00000129625"
"ITFG1","ENSG00000129636"
"SEC14L1","ENSG00000129657"
"RHBDF2","ENSG00000129667"
"AANAT","ENSG00000129673"
"FGF13","ENSG00000129682"
"TTI2","ENSG00000129696"
"ART1","ENSG00000129744"
"CDH15","ENSG00000129910"
"TMEM8A","ENSG00000129925"
"HDHD1","ENSG00000130021"
"GALNT8","ENSG00000130035"
"KCNA5","ENSG00000130037"
"EFCAB4B","ENSG00000130038"
"ELOF1","ENSG00000130165"
"PRKCSH","ENSG00000130175"
"CNN1","ENSG00000130176"
"EXOC3L2","ENSG00000130201"
"DPP6","ENSG00000130226"
"FAM98C","ENSG00000130244"
"SAFB2","ENSG00000130254"
"RPL36","ENSG00000130255"
"ATP8B3","ENSG00000130270"
"NCAN","ENSG00000130287"
"KIF1A","ENSG00000130294"
"GTPBP3","ENSG00000130299"
"PLVAP","ENSG00000130300"
"NSUN5","ENSG00000130305"
"COLGALT1","ENSG00000130309"
"DDA1","ENSG00000130311"
"TULP4","ENSG00000130338"
"QRSL1","ENSG00000130348"
"ACSBG2","ENSG00000130377"
"MLLT1","ENSG00000130382"
"ACTN4","ENSG00000130402"
"STK33","ENSG00000130413"
"ARPC1B","ENSG00000130429"
"ZSWIM6","ENSG00000130449"
"FCHO1","ENSG00000130475"
"UNC13A","ENSG00000130477"
"SCO2","ENSG00000130489"
"PXDN","ENSG00000130508"
"SSBP4","ENSG00000130511"
"HRC","ENSG00000130528"
"TRPM4","ENSG00000130529"
"OLFM1","ENSG00000130558"
"SAG","ENSG00000130561"
"HELZ2","ENSG00000130589"
"LSP1","ENSG00000130592"
"COL5A1","ENSG00000130635"
"PNPLA7","ENSG00000130653"
"PAK4","ENSG00000130669"
"ZNF337","ENSG00000130684"
"CEP85","ENSG00000130695"
"TAF4","ENSG00000130699"
"GATA5","ENSG00000130700"
"RBBP8NL","ENSG00000130701"
"LAMA5","ENSG00000130702"
"OSBPL2","ENSG00000130703"
"FIBCD1","ENSG00000130720"
"PRRC2B","ENSG00000130723"
"CHMP2A","ENSG00000130724"
"TRIM28","ENSG00000130726"
"C16orf13","ENSG00000130731"
"ARHGEF16","ENSG00000130762"
"LRRC47","ENSG00000130764"
"HIP1R","ENSG00000130787"
"ZNF317","ENSG00000130803"
"DNMT1","ENSG00000130816"
"ZNF426","ENSG00000130818"
"PLXNA3","ENSG00000130827"
"MPP1","ENSG00000130830"
"ZNF236","ENSG00000130856"
"SLC7A10","ENSG00000130876"
"LRP3","ENSG00000130881"
"UBE4B","ENSG00000130939"
"CASZ1","ENSG00000130940"
"HSD17B3","ENSG00000130948"
"NUTM2F","ENSG00000130950"
"UBA1","ENSG00000130985"
"POLN","ENSG00000130997"
"AKAP12","ENSG00000131016"
"SYNE1","ENSG00000131018"
"EPS8L1","ENSG00000131037"
"LILRB2","ENSG00000131042"
"TTLL9","ENSG00000131044"
"GGT7","ENSG00000131067"
"GFAP","ENSG00000131095"
"ATP6V1E1","ENSG00000131100"
"ZNF227","ENSG00000131115"
"TEX101","ENSG00000131126"
"COX4I1","ENSG00000131143"
"EMC8","ENSG00000131148"
"GSE1","ENSG00000131149"
"RLIM","ENSG00000131263"
"CDX4","ENSG00000131264"
"HAUS8","ENSG00000131351"
"EMR3","ENSG00000131355"
"HACL1","ENSG00000131373"
"TBC1D5","ENSG00000131374"
"C3orf20","ENSG00000131379"
"GALNT15","ENSG00000131386"
"SLC6A6","ENSG00000131389"
"NR1H2","ENSG00000131408"
"LRRC4B","ENSG00000131409"
"PDLIM4","ENSG00000131435"
"KIF3A","ENSG00000131437"
"GFPT2","ENSG00000131459"
"PSMC3IP","ENSG00000131470"
"G6PC","ENSG00000131482"
"DIAPH1","ENSG00000131504"
"EXOC4","ENSG00000131558"
"ACAP3","ENSG00000131584"
"ANO1","ENSG00000131620"
"THOC6","ENSG00000131652"
"TRAF7","ENSG00000131653"
"MAP1B","ENSG00000131711"
"TNS4","ENSG00000131746"
"RARA","ENSG00000131759"
"CHD1L","ENSG00000131778"
"FMO5","ENSG00000131781"
"PIAS3","ENSG00000131788"
"PDHA1","ENSG00000131828"
"ZNF304","ENSG00000131845"
"ZSCAN5A","ENSG00000131848"
"USP29","ENSG00000131864"
"CHSY1","ENSG00000131873"
"NR0B2","ENSG00000131910"
"LIN28A","ENSG00000131914"
"RHPN2","ENSG00000131941"
"C19orf40","ENSG00000131944"
"ABHD12B","ENSG00000131969"
"DNAJB1","ENSG00000132002"
"RFX1","ENSG00000132005"
"ZNF20","ENSG00000132010"
"DCAF15","ENSG00000132017"
"SPATA6","ENSG00000132122"
"LRRC41","ENSG00000132128"
"CCT6B","ENSG00000132141"
"ACACA","ENSG00000132142"
"RAF1","ENSG00000132155"
"NUP210","ENSG00000132182"
"EMILIN2","ENSG00000132205"
"TRIM5","ENSG00000132256"
"TRIM22","ENSG00000132274"
"RRP8","ENSG00000132275"
"PTCD3","ENSG00000132300"
"IMMT","ENSG00000132305"
"PTPRE","ENSG00000132334"
"CARD6","ENSG00000132357"
"RAP1GAP2","ENSG00000132359"
"MYBBP1A","ENSG00000132382"
"RPA1","ENSG00000132383"
"TBC1D14","ENSG00000132405"
"ANKRD17","ENSG00000132466"
"GUCY2D","ENSG00000132518"
"DLG4","ENSG00000132535"
"VPS13B","ENSG00000132549"
"MATN2","ENSG00000132561"
"FLOT2","ENSG00000132589"
"BTBD3","ENSG00000132640"
"PTPRA","ENSG00000132670"
"NES","ENSG00000132688"
"ARHGEF11","ENSG00000132694"
"IGHMBP2","ENSG00000132740"
"MMACHC","ENSG00000132763"
"DPH2","ENSG00000132768"
"NASP","ENSG00000132780"
"LPIN3","ENSG00000132793"
"ZSWIM3","ENSG00000132801"
"DMGDH","ENSG00000132837"
"INADL","ENSG00000132849"
"KANK4","ENSG00000132854"
"SLC14A2","ENSG00000132874"
"CASP9","ENSG00000132906"
"NMUR2","ENSG00000132911"
"DCTN4","ENSG00000132912"
"ATP8A2","ENSG00000132932"
"MTUS2","ENSG00000132938"
"USPL1","ENSG00000132952"
"POMP","ENSG00000132963"
"RNF17","ENSG00000132972"
"MYH8","ENSG00000133020"
"MYH10","ENSG00000133026"
"PEMT","ENSG00000133027"
"CHI3L1","ENSG00000133048"
"MYBPH","ENSG00000133055"
"PIK3C2B","ENSG00000133056"
"DSTYK","ENSG00000133059"
"LGR6","ENSG00000133067"
"TMCC2","ENSG00000133069"
"DCLK1","ENSG00000133083"
"TRPC4","ENSG00000133107"
"POSTN","ENSG00000133110"
"TPT1","ENSG00000133112"
"STARD13","ENSG00000133121"
"IRS4","ENSG00000133124"
"EPHB2","ENSG00000133216"
"BTBD2","ENSG00000133243"
"SUV420H2","ENSG00000133247"
"ZNF414","ENSG00000133250"
"MACROD1","ENSG00000133315"
"MYH11","ENSG00000133392"
"MED10","ENSG00000133398"
"PDZD2","ENSG00000133401"
"MORC2","ENSG00000133422"
"MYO18B","ENSG00000133454"
"SLC2A11","ENSG00000133460"
"FAM83F","ENSG00000133477"
"SEC14L4","ENSG00000133488"
"GIMAP4","ENSG00000133574"
"SFTPD","ENSG00000133661"
"TMTC1","ENSG00000133687"
"KRAS","ENSG00000133703"
"IPO8","ENSG00000133704"
"LARS","ENSG00000133706"
"LYVE1","ENSG00000133800"
"SBF2","ENSG00000133812"
"RRAS2","ENSG00000133818"
"ZFC3H1","ENSG00000133858"
"TEX15","ENSG00000133863"
"MEN1","ENSG00000133895"
"UNC79","ENSG00000133958"
"CATSPERB","ENSG00000133962"
"EIF2S1","ENSG00000134001"
"IRAK2","ENSG00000134070"
"VHL","ENSG00000134086"
"BHLHE40","ENSG00000134107"
"CNTN6","ENSG00000134115"
"CHL1","ENSG00000134121"
"MEIS2","ENSG00000134138"
"EMC7","ENSG00000134153"
"TRPM1","ENSG00000134160"
"GNAT2","ENSG00000134183"
"GSTM1","ENSG00000134184"
"REG4","ENSG00000134193"
"GSTM5","ENSG00000134201"
"PTPN22","ENSG00000134242"
"PTGFRN","ENSG00000134247"
"NGF","ENSG00000134259"
"AP4B1","ENSG00000134262"
"YWHAQ","ENSG00000134308"
"GRHL1","ENSG00000134317"
"IAH1","ENSG00000134330"
"ANO3","ENSG00000134343"
"IL6ST","ENSG00000134352"
"NAV1","ENSG00000134369"
"CRB1","ENSG00000134376"
"ERN2","ENSG00000134398"
"RAX","ENSG00000134438"
"FBXO18","ENSG00000134452"
"CCNH","ENSG00000134480"
"CABLES1","ENSG00000134508"
"DOCK2","ENSG00000134516"
"SOX5","ENSG00000134532"
"RERG","ENSG00000134533"
"SLCO1B1","ENSG00000134538"
"C12orf39","ENSG00000134548"
"LRP4","ENSG00000134569"
"MYBPC3","ENSG00000134571"
"DDB2","ENSG00000134574"
"ACP2","ENSG00000134575"
"USP26","ENSG00000134588"
"RAB33A","ENSG00000134594"
"PIWIL4","ENSG00000134627"
"PUM1","ENSG00000134644"
"PHC2","ENSG00000134686"
"BTF3L4","ENSG00000134717"
"ZCCHC11","ENSG00000134744"
"PRPF38A","ENSG00000134748"
"DSC3","ENSG00000134762"
"DHX34","ENSG00000134815"
"FADS2","ENSG00000134824"
"COL4A2","ENSG00000134871"
"CLDN10","ENSG00000134873"
"DZIP1","ENSG00000134874"
"TPP2","ENSG00000134900"
"ARHGAP32","ENSG00000134909"
"ADAMTS8","ENSG00000134917"
"ACRV1","ENSG00000134940"
"SLC37A2","ENSG00000134955"
"APC","ENSG00000134982"
"NREP","ENSG00000134986"
"RFK","ENSG00000135002"
"NAA35","ENSG00000135040"
"TMEM2","ENSG00000135048"
"AGTPBP1","ENSG00000135049"
"ADAM19","ENSG00000135074"
"FBXO21","ENSG00000135108"
"TBX3","ENSG00000135111"
"RNFT2","ENSG00000135119"
"DTX1","ENSG00000135144"
"TRAFD1","ENSG00000135148"
"CCDC146","ENSG00000135205"
"MTO1","ENSG00000135297"
"BAI3","ENSG00000135298"
"HTR1B","ENSG00000135312"
"SYNCRIP","ENSG00000135316"
"SNX14","ENSG00000135317"
"MRAP2","ENSG00000135324"
"EPHA7","ENSG00000135333"
"ORC3","ENSG00000135336"
"GJA10","ENSG00000135355"
"PRR5L","ENSG00000135362"
"PHF21A","ENSG00000135365"
"NAT10","ENSG00000135372"
"EHF","ENSG00000135373"
"CAPRIN1","ENSG00000135387"
"CD63","ENSG00000135404"
"AVIL","ENSG00000135407"
"LACRT","ENSG00000135413"
"GDF11","ENSG00000135414"
"ITGA7","ENSG00000135424"
"TESPA1","ENSG00000135426"
"FAM186B","ENSG00000135436"
"RDH5","ENSG00000135437"
"AGAP2","ENSG00000135439"
"BLOC1S1","ENSG00000135441"
"KRT85","ENSG00000135443"
"PPP1R1A","ENSG00000135447"
"TROAP","ENSG00000135451"
"TSPAN31","ENSG00000135452"
"B4GALNT1","ENSG00000135454"
"ESPL1","ENSG00000135476"
"ZC3H10","ENSG00000135482"
"SLC26A10","ENSG00000135502"
"ACVR1B","ENSG00000135503"
"OS9","ENSG00000135506"
"KCNH3","ENSG00000135519"
"MAP7","ENSG00000135525"
"STX11","ENSG00000135604"
"PRADC1","ENSG00000135617"
"CCT7","ENSG00000135624"
"SMYD5","ENSG00000135632"
"DYSF","ENSG00000135636"
"USP15","ENSG00000135655"
"KLHL36","ENSG00000135686"
"DYNC1LI2","ENSG00000135720"
"FBXL8","ENSG00000135722"
"FHOD1","ENSG00000135723"
"ZNF670","ENSG00000135747"
"PCNXL2","ENSG00000135749"
"URB2","ENSG00000135763"
"NTPCR","ENSG00000135778"
"CEP350","ENSG00000135837"
"NPL","ENSG00000135838"
"FAM129A","ENSG00000135842"
"ACBD6","ENSG00000135847"
"LAMC1","ENSG00000135862"
"RC3H1","ENSG00000135870"
"DOCK10","ENSG00000135905"
"TTLL4","ENSG00000135912"
"SERPINE2","ENSG00000135919"
"EIF4E2","ENSG00000135930"
"ARMC9","ENSG00000135931"
"REV1","ENSG00000135945"
"TSGA10","ENSG00000135951"
"TGFBRAP1","ENSG00000135966"
"GCC2","ENSG00000135968"
"GPR45","ENSG00000135973"
"C2orf49","ENSG00000135974"
"ANKRD36","ENSG00000135976"
"EPC2","ENSG00000135999"
"ARHGEF4","ENSG00000136002"
"STAB2","ENSG00000136011"
"USP44","ENSG00000136014"
"PLXNC1","ENSG00000136040"
"KIAA1033","ENSG00000136051"
"VILL","ENSG00000136059"
"NEK3","ENSG00000136098"
"TBC1D4","ENSG00000136111"
"SUCLA2","ENSG00000136143"
"LMO7","ENSG00000136153"
"EDNRB","ENSG00000136160"
"SCRN1","ENSG00000136193"
"TNS3","ENSG00000136205"
"IGF2BP3","ENSG00000136231"
"GPNMB","ENSG00000136235"
"RAPGEF5","ENSG00000136237"
"NUPL2","ENSG00000136243"
"AOAH","ENSG00000136250"
"BZW2","ENSG00000136261"
"HUS1","ENSG00000136273"
"DBNL","ENSG00000136279"
"MYO1G","ENSG00000136286"
"TTYH3","ENSG00000136295"
"MMD2","ENSG00000136297"
"CIDEB","ENSG00000136305"
"NKX2-1","ENSG00000136352"
"ZFHX2","ENSG00000136367"
"ALPK3","ENSG00000136383"
"MYCBPAP","ENSG00000136449"
"CHAD","ENSG00000136457"
"LIMD2","ENSG00000136490"
"RTP4","ENSG00000136514"
"SCN2A","ENSG00000136531"
"TBR1","ENSG00000136535"
"SCN7A","ENSG00000136546"
"BLK","ENSG00000136573"
"EPRS","ENSG00000136628"
"HLX","ENSG00000136630"
"KCTD3","ENSG00000136636"
"RPS6KC1","ENSG00000136643"
"IL36G","ENSG00000136688"
"SMPD4","ENSG00000136699"
"WDR33","ENSG00000136709"
"GYPC","ENSG00000136732"
"GAD2","ENSG00000136750"
"YME1L1","ENSG00000136758"
"LRRC8A","ENSG00000136802"
"CDK9","ENSG00000136807"
"KIAA0368","ENSG00000136813"
"FAM129B","ENSG00000136830"
"CDK5RAP2","ENSG00000136861"
"TLR4","ENSG00000136869"
"ALDOB","ENSG00000136872"
"GARNL3","ENSG00000136895"
"GABBR2","ENSG00000136928"
"NR5A1","ENSG00000136931"
"C9orf156","ENSG00000136932"
"RABEPK","ENSG00000136933"
"CTSV","ENSG00000136943"
"ENPP2","ENSG00000136960"
"NOV","ENSG00000136999"
"RANBP6","ENSG00000137040"
"TLN1","ENSG00000137076"
"DMRT1","ENSG00000137090"
"DCTN3","ENSG00000137100"
"TMEM8B","ENSG00000137103"
"FOXP4","ENSG00000137166"
"KIF13A","ENSG00000137177"
"PIM1","ENSG00000137193"
"CMTR1","ENSG00000137200"
"TFAP2A","ENSG00000137203"
"YIPF3","ENSG00000137207"
"TMEM14B","ENSG00000137210"
"TMEM63B","ENSG00000137216"
"FRS3","ENSG00000137218"
"CAPN11","ENSG00000137225"
"TINAG","ENSG00000137251"
"HIST1H2AB","ENSG00000137259"
"KIAA0319","ENSG00000137261"
"FLOT1","ENSG00000137312"
"IER3","ENSG00000137331"
"MDC1","ENSG00000137337"
"PGBD1","ENSG00000137338"
"NRM","ENSG00000137404"
"VARS2","ENSG00000137411"
"MYO7A","ENSG00000137474"
"IL18BP","ENSG00000137496"
"NUMA1","ENSG00000137497"
"CCDC90B","ENSG00000137500"
"SYTL2","ENSG00000137501"
"LRRC32","ENSG00000137507"
"RNF121","ENSG00000137522"
"PI15","ENSG00000137558"
"GGH","ENSG00000137563"
"SLCO5A1","ENSG00000137571"
"SULF1","ENSG00000137573"
"NEK1","ENSG00000137601"
"DDX60","ENSG00000137628"
"TRPC6","ENSG00000137672"
"MMP20","ENSG00000137674"
"YAP1","ENSG00000137693"
"TRIM29","ENSG00000137699"
"RDX","ENSG00000137710"
"FXYD2","ENSG00000137731"
"MMP13","ENSG00000137745"
"TMPRSS13","ENSG00000137747"
"CASP1","ENSG00000137752"
"CASP5","ENSG00000137757"
"ALKBH8","ENSG00000137760"
"MAP2K5","ENSG00000137764"
"UNC13C","ENSG00000137766"
"SQRDL","ENSG00000137767"
"","ENSG00000137808"
"CASC5","ENSG00000137812"
"PARP6","ENSG00000137817"
"PAQR5","ENSG00000137819"
"LRRC49","ENSG00000137821"
"TUBGCP4","ENSG00000137822"
"PLCB2","ENSG00000137841"
"ADAM10","ENSG00000137845"
"DUOX1","ENSG00000137857"
"STRA6","ENSG00000137868"
"SEMA6D","ENSG00000137872"
"SPTBN5","ENSG00000137877"
"TTLL7","ENSG00000137941"
"FNBP1L","ENSG00000137942"
"CCBL2","ENSG00000137944"
"IFI44L","ENSG00000137959"
"GIPC2","ENSG00000137960"
"ARHGAP29","ENSG00000137962"
"IFI44","ENSG00000137965"
"SLC44A5","ENSG00000137968"
"IFT172","ENSG00000138002"
"EPT1","ENSG00000138018"
"CGREF1","ENSG00000138028"
"KHK","ENSG00000138030"
"PNPT1","ENSG00000138035"
"CYP1B1","ENSG00000138061"
"PREB","ENSG00000138073"
"SLC3A1","ENSG00000138079"
"EMILIN1","ENSG00000138080"
"MYOF","ENSG00000138119"
"CEP55","ENSG00000138180"
"KIF20B","ENSG00000138182"
"PLCE1","ENSG00000138193"
"RBP4","ENSG00000138207"
"DNAJC13","ENSG00000138246"
"ZNF365","ENSG00000138311"
"OIT3","ENSG00000138315"
"ADAMTS14","ENSG00000138316"
"TET1","ENSG00000138336"
"DNA2","ENSG00000138346"
"AOX1","ENSG00000138356"
"SMARCAL1","ENSG00000138375"
"STAT4","ENSG00000138378"
"CARF","ENSG00000138380"
